,Descargá este archivo para editar haciendo click en Archivo/Descargar/Descargar como Excel,Lista de Precios,,,,Coef.costo,"0,63000",,Bonficacion General,"30,00 %"
,,,,,,Aumento,,,Descuento de Caja,"10,00 %"
,,Cotizador General,,,,Margen,,,IVA,
,,,,,,Coef./vta,"1,00000",,Descuento Extra,
,,1 de abril de 2026,,,,COTIZADOR,,,Total,"0,00"
Cód.,Rubro,Detalle Patron,Detalle Artículo,Precio,,Dto Extra,Costo,Venta,Cant.,SubTotal
98187,B07 CONDUC AGUA POTABLE PVC,PINTATUBO,P. NEGRO 1L,"49934,68",,,"31458,85","31.458,85",,"0,00"
3851,B07 CONDUC AGUA POTABLE PVC,REDUCCION HID,MH 110.90  REFORZADA,"4614,4",,,"2907,07","2.907,07",,"0,00"
3047,B07 CONDUC AGUA POTABLE PVC,ROSCA C/TUERCA PVCR,21/2 TIGRE,"3998,44",,,"2519,02","2.519,02",,"0,00"
3048,B07 CONDUC AGUA POTABLE PVC,ROSCA C/TUERCA PVCR,3 TIGRE,"4627,85",,,"2915,55","2.915,55",,"0,00"
3049,B07 CONDUC AGUA POTABLE PVC,ROSCA C/TUERCA PVCR,4 TIGRE,"8267,72",,,"5208,66","5.208,66",,"0,00"
3891,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H 20,"421,14",,,"265,32","265,32",,"0,00"
3892,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H 25,"450,7",,,"283,94","283,94",,"0,00"
3893,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H 32,"635,4",,,"400,30","400,30",,"0,00"
3894,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H  40,"874,5",,,"550,94","550,94",,"0,00"
3895,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H  50,"1373,2",,,"865,12","865,12",,"0,00"
3896,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H  63,"2778,09",,,"1750,20","1.750,20",,"0,00"
3897,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H  75,"4100,6",,,"2583,38","2.583,38",,"0,00"
3898,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H  90,"5895,55",,,"3714,20","3.714,20",,"0,00"
3899,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H 110,"13993,8",,,"8816,09","8.816,09",,"0,00"
3900,B07 CONDUC AGUA POTABLE PVC,TAPA HID,H 160,"48675,39",,,"30665,50","30.665,50",,"0,00"
4167,B07 CONDUC AGUA POTABLE PVC,TAPA PVCR H,21/2 TIGRE,"6771,53",,,"4266,06","4.266,06",,"0,00"
4168,B07 CONDUC AGUA POTABLE PVC,TAPA PVCR H,3 TIGRE,"9544,65",,,"6013,13","6.013,13",,"0,00"
4169,B07 CONDUC AGUA POTABLE PVC,TAPA PVCR H,4 TIGRE,"18095,43",,,"11400,12","11.400,12",,"0,00"
3589,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,45º HHM 90MM REFORZADA,"505,59",,,"318,52","318,52",,"0,00"
3599,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,90º HHM 90MM REFORZADA,"505,59",,,"318,52","318,52",,"0,00"
3941,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,20,"709,31",,,"446,87","446,87",,"0,00"
3942,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,25,"894,02",,,"563,23","563,23",,"0,00"
3943,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,32,"1322,54",,,"833,20","833,20",,"0,00"
3944,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,40,"1984,27",,,"1250,09","1.250,09",,"0,00"
3945,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,50,"3026,18",,,"1906,49","1.906,49",,"0,00"
3946,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,63,"6971,05",,,"4391,76","4.391,76",,"0,00"
3947,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,75,"13473,03",,,"8488,01","8.488,01",,"0,00"
3948,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,90,"18110,57",,,"11409,66","11.409,66",,"0,00"
3949,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,110,"30333,46",,,"19110,08","19.110,08",,"0,00"
4310,B07 CONDUC AGUA POTABLE PVC,TE HIDRAULICA,REDUCCION 90º 40X32 TIGRE,"2172,22",,,"1368,50","1.368,50",,"0,00"
3017,B07 CONDUC AGUA POTABLE PVC,TE PVCR,HHH 21/2 TIGRE,"18328,28",,,"11546,82","11.546,82",,"0,00"
3018,B07 CONDUC AGUA POTABLE PVC,TE PVCR,HHH    3 TIGRE,"26002,66",,,"16381,68","16.381,68",,"0,00"
1097,B07 CONDUC AGUA POTABLE PVC,TIRA PVCR,21/2.6MTS TIGRE (A),"122024,84",,,"76875,65","76.875,65",,"0,00"
1098,B07 CONDUC AGUA POTABLE PVC,TIRA PVCR,3.6MTS TIGRE (A),"137936,16",,,"86899,78","86.899,78",,"0,00"
1099,B07 CONDUC AGUA POTABLE PVC,TIRA PVCR,4.6MTS TIGRE (A),"189113,18",,,"119141,30","119.141,30",,"0,00"
1445,B07 CONDUC AGUA POTABLE PVC,TUBO HID,50.6MTS  CL. 4 (A),"16524,14",,,"10410,21","10.410,21",,"0,00"
1446,B07 CONDUC AGUA POTABLE PVC,TUBO HID,63.6MTS  CL. 4 (A),"20718,09",,,"13052,40","13.052,40",,"0,00"
1447,B07 CONDUC AGUA POTABLE PVC,TUBO HID,75.6MTS  CL.4 (A),"30643,76",,,"19305,57","19.305,57",,"0,00"
1449,B07 CONDUC AGUA POTABLE PVC,TUBO HID,90.6MTS  CL. 4 (A),"41510,74",,,"26151,77","26.151,77",,"0,00"
1451,B07 CONDUC AGUA POTABLE PVC,TUBO HID,110.6MTS  CL. 4 (A),"62927,83",,,"39644,53","39.644,53",,"0,00"
1452,B07 CONDUC AGUA POTABLE PVC,TUBO HID,125.6MTS  LIVIANO (A),"8929,98",,,"5625,89","5.625,89",,"0,00"
1454,B07 CONDUC AGUA POTABLE PVC,TUBO HID,140.6MTS  LIVIANO (A),"10848,47",,,"6834,54","6.834,54",,"0,00"
1456,B07 CONDUC AGUA POTABLE PVC,TUBO HID,160.6MTS  LIVIANO (A),"109509,46",,,"68990,96","68.990,96",,"0,00"
1464,B07 CONDUC AGUA POTABLE PVC,TUBO HID,40.6MTS  CL 6 (A),"13122,39",,,"8267,11","8.267,11",,"0,00"
1465,B07 CONDUC AGUA POTABLE PVC,TUBO HID,50.6MTS  CL 6 (A),"22311,8",,,"14056,43","14.056,43",,"0,00"
1466,B07 CONDUC AGUA POTABLE PVC,TUBO HID,63.6MTS  CL 6 (A),"30196,41",,,"19023,74","19.023,74",,"0,00"
1467,B07 CONDUC AGUA POTABLE PVC,TUBO HID,75.6MTS  CL 6 (A),"41650,54",,,"26239,84","26.239,84",,"0,00"
1469,B07 CONDUC AGUA POTABLE PVC,TUBO HID,90.6MTS  CL 6 (A),"61306,17",,,"38622,89","38.622,89",,"0,00"
1471,B07 CONDUC AGUA POTABLE PVC,TUBO HID,110.6MTS  CL 6 (A),"88883,67",,,"55996,71","55.996,71",,"0,00"
1473,B07 CONDUC AGUA POTABLE PVC,TUBO HID,POCERO KALIPLAST 115.6MTS,"75848,93",,,"47784,83","47.784,83",,"0,00"
1474,B07 CONDUC AGUA POTABLE PVC,TUBO HID,140.6MTS  CL 6 (A),"144914,79",,,"91296,32","91.296,32",,"0,00"
1475,B07 CONDUC AGUA POTABLE PVC,TUBO HID,POCERO 115.6MT(4.2MM)C/CAB (A),"87051,87",,,"54842,68","54.842,68",,"0,00"
1476,B07 CONDUC AGUA POTABLE PVC,TUBO HID,160.6MTS  CL 6 (A),"189827,27",,,"119591,18","119.591,18",,"0,00"
1477,B07 CONDUC AGUA POTABLE PVC,TUBO HID,200.6MTS  CL 6 (A),"297835,34",,,"187636,26","187.636,26",,"0,00"
1481,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"20.6MTS (1,0) CL 10 (A)","6337,55",,,"3992,66","3.992,66",,"0,00"
1482,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"25.6MTS (1,2) CL 10 (A)","8033,73",,,"5061,25","5.061,25",,"0,00"
1483,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"32.6MTS (1,6) CL 10 (A)","12647,08",,,"7967,66","7.967,66",,"0,00"
1484,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"40.6MTS (2,0) CL 10 (A)","19590,38",,,"12341,94","12.341,94",,"0,00"
1485,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"50.6MTS (2,4) CL 10 (A)","32032,42",,,"20180,42","20.180,42",,"0,00"
1486,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"63.6MTS (3,0) CL 10 (A)","49581,76",,,"31236,51","31.236,51",,"0,00"
1487,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"75.6MTS (3,6) CL 10 (A)","69461,05",,,"43760,46","43.760,46",,"0,00"
1489,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"90.6MTS (4,3) CL 10 (A)","95845,63",,,"60382,75","60.382,75",,"0,00"
1491,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"110.6MTS (5,3) CL 10 (A)","144327,62",,,"90926,40","90.926,40",,"0,00"
1492,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"125.6MTS (6,0) CL 10 (A)","196015,68",,,"123489,88","123.489,88",,"0,00"
1494,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"140.6MTS (6,7) CL10 (A)","245187,34",,,"154468,02","154.468,02",,"0,00"
1496,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"160.6MTS (7,7) CL 10 (A)","304993,01",,,"192145,60","192.145,60",,"0,00"
1497,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"200.6MTS (7,7) CL 10 (A)","475379,01",,,"299488,78","299.488,78",,"0,00"
1499,B07 CONDUC AGUA POTABLE PVC,TUBO HID,"250.6MTS (7,7) REFORZADO (A)","637572,08",,,"401670,41","401.670,41",,"0,00"
4351,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 20 MM,"1972,74",,,"1242,83","1.242,83",,"0,00"
4352,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 25 MM,"2718,98",,,"1712,96","1.712,96",,"0,00"
4353,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 32 MM,"3407,2",,,"2146,54","2.146,54",,"0,00"
4354,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 40MM,"4853,4",,,"3057,64","3.057,64",,"0,00"
4355,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 50 MM,"6846,48",,,"4313,28","4.313,28",,"0,00"
4356,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 63 MM,"12651,49",,,"7970,44","7.970,44",,"0,00"
4357,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 75 MM,"23307,46",,,"14683,70","14.683,70",,"0,00"
4358,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 90 MM,"33558,54",,,"21141,88","21.141,88",,"0,00"
4359,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE HID,HH 110 MM,"50226,99",,,"31643,00","31.643,00",,"0,00"
3057,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE PVCR HH,21/2 TIGRE,"27821,3",,,"17527,42","17.527,42",,"0,00"
3058,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE PVCR HH,3 TIGRE,"37920,54",,,"23889,94","23.889,94",,"0,00"
3059,B07 CONDUC AGUA POTABLE PVC,UNION DOBLE PVCR HH,4 TIGRE,"44885,53",,,"28277,88","28.277,88",,"0,00"
4371,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,20MM,"8436,14",,,"5314,77","5.314,77",,"0,00"
4372,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,25MM,"10383,62",,,"6541,68","6.541,68",,"0,00"
4373,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,32MM,"13092,97",,,"8248,57","8.248,57",,"0,00"
4374,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,40MM,"17564,08",,,"11065,37","11.065,37",,"0,00"
4375,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,50MM,"18372,36",,,"11574,59","11.574,59",,"0,00"
4376,B07 CONDUC AGUA POTABLE PVC,VALFLUX SD PVC ESFERICA,63MM,"32983,16",,,"20779,39","20.779,39",,"0,00"
4277,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,VALV.ESF.COMPACTA 63 MM SD,"35741,02",,,"22516,84","22.516,84",,"0,00"
4287,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,VALV.ESF.DOB.UNION 40 MM SD TI,"170,37",,,"107,33","107,33",,"0,00"
4319,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,VALVULA ESF. PVC 1/2 HEMBRA TI,"7592,52",,,"4783,29","4.783,29",,"0,00"
4320,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,VALVULA ESF. PVC 3/4 HEMBRA TI,"9345,25",,,"5887,51","5.887,51",,"0,00"
4393,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,RETENCION SD 50 MM.,"52,98",,,"33,38","33,38",,"0,00"
6701,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,1/2 ROSCABLE VALFLUX,"9373,49",,,"5905,30","5.905,30",,"0,00"
6702,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,3/4 ROSCABLE VALFLUX,"11537,34",,,"7268,52","7.268,52",,"0,00"
6703,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,1 ROSCABLE VALFLUX,"14547,72",,,"9165,06","9.165,06",,"0,00"
6704,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,11/4 ROSCABLE VALFLUX,"19515,63",,,"12294,85","12.294,85",,"0,00"
6705,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,11/2 ROSCABLE VALFLUX,"20413,74",,,"12860,66","12.860,66",,"0,00"
6706,B07 CONDUC AGUA POTABLE PVC,VALVULAS TIGRE,2 ROSCABLE VALFLUX,"36647,94",,,"23088,20","23.088,20",,"0,00"
52019,B08 HERRAMIENTAS,ACANALADORA,DE MUROS 1500W TWLC1256-4,"494035,24",,,"311242,20","311.242,20",,"0,00"
50401,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,SERRUCHO/YESO150MM THWBSW1508,"11691,92",,,"7365,91","7.365,91",,"0,00"
51001,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,APLIC.SILICONA THT21509,"18707,05",,,"11785,44","11.785,44",,"0,00"
51002,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,APLIC.SILICONA ALUM.THT20109,"22585,99",,,"14229,17","14.229,17",,"0,00"
51003,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,APLIC.SILICONA CHAPA THT21809,"6533,75",,,"4116,26","4.116,26",,"0,00"
51011,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,CUBIERTA RODILLO 100MM X12MM I,"3342,22",,,"2105,60","2.105,60",,"0,00"
51012,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,CUBIERTA RODILLO 230MM X12MM I,"3700,13",,,"2331,08","2.331,08",,"0,00"
51022,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,RODILLO 230X12 INTER. THT85096,"6781,3",,,"4272,22","4.272,22",,"0,00"
51023,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,RODILLO 230X1 EXTER. THT8593,"10536,45",,,"6637,96","6.637,96",,"0,00"
51024,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,RODILLO LARGO 100X12 THT8541,"3342,73",,,"2105,92","2.105,92",,"0,00"
51025,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,SET ROD+BANDEJA I.THT81122301,"25584,65",,,"16118,33","16.118,33",,"0,00"
51026,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,13 ROD.+BAND.I/E THT8112230131,"37207,76",,,"23440,89","23.440,89",,"0,00"
51027,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,SET 10CUB.ROD. I/E THT81121001,"17703,04",,,"11152,92","11.152,92",,"0,00"
51031,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 38LX13E THT84152,"1994,51",,,"1256,54","1.256,54",,"0,00"
51032,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 62LX16E THT84252,"2063,1",,,"1299,75","1.299,75",,"0,00"
51033,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 100LX20E THT84041,"8253,12",,,"5199,47","5.199,47",,"0,00"
51034,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 25X51L/16E THT84016,"4085,33",,,"2573,76","2.573,76",,"0,00"
51035,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 50X57L/18E THT84026,"7482,82",,,"4714,18","4.714,18",,"0,00"
51036,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 100X70L/30E THT84100306,"18418,23",,,"11603,48","11.603,48",,"0,00"
51037,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,PINCEL 120X76L/30E THT84120306,"27056,51",,,"17045,60","17.045,60",,"0,00"
51039,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,SET PINCELES 9U THT8414091,"25460,86",,,"16040,34","16.040,34",,"0,00"
51041,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,LLANA LISA 280X130 THT81286,"16685,03",,,"10511,57","10.511,57",,"0,00"
51042,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,LLANA DENT. 280X130 THTT81286,"17042,66",,,"10736,88","10.736,88",,"0,00"
51043,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,ESPATULA 60MM THT83606,"5501,88",,,"3466,18","3.466,18",,"0,00"
51044,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,ESPATULA 80MM THT83806,"5364,5",,,"3379,64","3.379,64",,"0,00"
51045,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,ESPATULA 100MM THT831006,"5515,84",,,"3474,98","3.474,98",,"0,00"
51046,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,ESPATULA 125MM THT831256,"6203,62",,,"3908,28","3.908,28",,"0,00"
51047,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,ESPATULA 150MM THT831506,"7152,78",,,"4506,25","4.506,25",,"0,00"
51048,B08 HERRAMIENTAS,ACCESORIOS DE CONSTRUCCION,CUCHARA ALBAÑIL 200 THT82816,"7771,68",,,"4896,16","4.896,16",,"0,00"
52011,B08 HERRAMIENTAS,ACCESORIOS PINTURA,EQUIP.P/PNTR20V TSGLI2003 10.5,"105756,56",,,"66626,63","66.626,63",,"0,00"
52013,B08 HERRAMIENTAS,ACCESORIOS PINTURA,EQUIP.P/PNTR450W TT3506-4 10.5,"78190,94",,,"49260,29","49.260,29",,"0,00"
52014,B08 HERRAMIENTAS,ACCESORIOS PINTURA,EQUIP.P/PNTR550W TT5006-4 10.5,"109997,42",,,"69298,37","69.298,37",,"0,00"
52001,B08 HERRAMIENTAS,AMOLADORAS,ANGULAR 710W TG10711576-4,"80279,02",,,"50575,78","50.575,78",,"0,00"
52003,B08 HERRAMIENTAS,AMOLADORAS,ANGULAR 960W TG10911576-4,"152792,85",,,"96259,50","96.259,50",,"0,00"
52006,B08 HERRAMIENTAS,AMOLADORAS,ANGULAR 2400W 230mmTG1252306-4,"291534,45",,,"183666,70","183.666,70",,"0,00"
52007,B08 HERRAMIENTAS,AMOLADORAS,Amoladora Angular 750w/115mm INDUSTRIAL TOTAL TG10711556-4,"88793,5",,,"55939,91","55.939,91",,"0,00"
52008,B08 HERRAMIENTAS,AMOLADORAS,BANCO 150W TBG15015-4 10.5,101794,,,"64130,22","64.130,22",,"0,00"
52009,B08 HERRAMIENTAS,AMOLADORAS,BANCO 350W TBG35020-4 10.5,"205417,05",,,"129412,74","129.412,74",,"0,00"
52010,B08 HERRAMIENTAS,AMOLADORAS,RECTA 400W TG504062-4,"155057,45",,,"97686,19","97.686,19",,"0,00"
52031,B08 HERRAMIENTAS,AMOLADORAS,DISCO C. METAL 115 TAC2211151,"1325,27",,,"834,92","834,92",,"0,00"
52032,B08 HERRAMIENTAS,AMOLADORAS,DISCO C. METAL 180 TAC2211802,"2968,55",,,"1870,19","1.870,19",,"0,00"
52033,B08 HERRAMIENTAS,AMOLADORAS,DISCO C. METAL 230 TAC2212302,"4877,01",,,"3072,52","3.072,52",,"0,00"
52034,B08 HERRAMIENTAS,AMOLADORAS,10DISCOS-C.METAL 115TAC2211155,"12020,21",,,"7572,73","7.572,73",,"0,00"
52036,B08 HERRAMIENTAS,AMOLADORAS,SET 25 DISCOS CORTE 115X1.0MM,"24181,56",,,"15234,38","15.234,38",,"0,00"
52039,B08 HERRAMIENTAS,AMOLADORAS,SET 10 DISCOS CORTE 115X1.2MM,"12050,92",,,"7592,08","7.592,08",,"0,00"
52041,B08 HERRAMIENTAS,AMOLADORAS,DISCO DES.METAL 115 TAC2231151,"2518,01",,,"1586,35","1.586,35",,"0,00"
52042,B08 HERRAMIENTAS,AMOLADORAS,DISCO DES.METAL 180 TAC2231801,"5526,4",,,"3481,63","3.481,63",,"0,00"
52043,B08 HERRAMIENTAS,AMOLADORAS,DISCO DES.METAL 230 TAC2232301,"8256,4",,,"5201,53","5.201,53",,"0,00"
52113,B08 HERRAMIENTAS,AMOLADORAS,INALAMB.90000RPM TAGLI27153,"154620,49",,,"97410,91","97.410,91",,"0,00"
52114,B08 HERRAMIENTAS,AMOLADORAS,MINI AMOL. 76MM 20V TAGLI7601,"132374,71",,,"83396,07","83.396,07",,"0,00"
52231,B08 HERRAMIENTAS,AMOLADORAS,DISCO DIAMANT.110MM TAC2111103,"5526,4",,,"3481,63","3.481,63",,"0,00"
51156,B08 HERRAMIENTAS,APAREJOS,APAREJO 1 T - THT1611,"200344,13",,,"126216,80","126.216,80",,"0,00"
51157,B08 HERRAMIENTAS,APAREJOS,APAREJO 2 T - THT1621,"281362,1",,,"177258,12","177.258,12",,"0,00"
51158,B08 HERRAMIENTAS,APAREJOS,APAREJO 3 T - THT1631,"416382,9",,,"262321,23","262.321,23",,"0,00"
51159,B08 HERRAMIENTAS,APAREJOS,APAREJO 5 T - THT1651,"586933,33",,,"369768,00","369.768,00",,"0,00"
52155,B08 HERRAMIENTAS,APLICADOR SILICONA,INAL. 20V TCGLI2001,"242496,09",,,"152772,54","152.772,54",,"0,00"
52150,B08 HERRAMIENTAS,ASPIRADORA INALAMBRICA,ASPIRADORA INAL.MAN TVLI201261,"76422,51",,,"48146,18","48.146,18",,"0,00"
52130,B08 HERRAMIENTAS,BATERIA / CARGADOR,BAT LITIO-ION/20V TFBLI20011,"58681,45",,,"36969,31","36.969,31",,"0,00"
52133,B08 HERRAMIENTAS,BATERIA / CARGADOR,BAT.DE LITIO-ION/12V TBLI12153,"52798,76",,,"33263,22","33.263,22",,"0,00"
52134,B08 HERRAMIENTAS,BATERIA / CARGADOR,BAT.LITIO-ION/20V TFBLI20021,"92192,27",,,"58081,13","58.081,13",,"0,00"
52135,B08 HERRAMIENTAS,BATERIA / CARGADOR,CARGADOR BATERIA TFCLI2001-4,"39430,11",,,"24840,97","24.840,97",,"0,00"
52138,B08 HERRAMIENTAS,BATERIA / CARGADOR,2 BATER./CARG.2.0 TFBCPK2212-4,"123959,57",,,"78094,53","78.094,53",,"0,00"
52143,B08 HERRAMIENTAS,BATERIA / CARGADOR,2 BAT YCARG.4.0Ah TFBCPK2013-4,"248618,27",,,"156629,51","156.629,51",,"0,00"
52232,B08 HERRAMIENTAS,BATERIA / CARGADOR,BATERIA 20V 6.0AH TFBLI2060,"218960,77",,,"137945,29","137.945,29",,"0,00"
52233,B08 HERRAMIENTAS,BATERIA / CARGADOR,BATERIA 20V 7.5AH TFBLI2075,"280543,48",,,"176742,39","176.742,39",,"0,00"
52234,B08 HERRAMIENTAS,BATERIA / CARGADOR,BATERIA 20V 8.0AH TFBLI2108,"294228,53",,,"185363,97","185.363,97",,"0,00"
50803,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,25 PZS THKT025M0,"182263,07",,,"114825,73","114.825,73",,"0,00"
50804,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,25 PZS THT121251,"182263,11",,,"114825,76","114.825,76",,"0,00"
50805,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,44 PZS THT421441,"235901,58",,,"148618,00","148.618,00",,"0,00"
50806,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,59 PZS THTCS12591,"620537,21",,,"390938,44","390.938,44",,"0,00"
50807,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,142 PZS THKTHP21426,"528208,97",,,"332771,65","332.771,65",,"0,00"
50808,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,97 PZS THPTCS70971,"611868,11",,,"385476,91","385.476,91",,"0,00"
50809,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,100 PZS THKTHP21006,"361541,04",,,"227770,86","227.770,86",,"0,00"
50810,B08 HERRAMIENTAS,CAJA HERRAMIENTAS,ESTUCHE 9 PIEZAS THKTHP90097,"77028,98",,,"48528,26","48.528,26",,"0,00"
50497,B08 HERRAMIENTAS,CANDADOS,BRONCE 30MM TLK32302,"11829,46",,,"7452,56","7.452,56",,"0,00"
50498,B08 HERRAMIENTAS,CANDADOS,BRONCE 40MM TLK32402,"16409,92",,,"10338,25","10.338,25",,"0,00"
50499,B08 HERRAMIENTAS,CANDADOS,BRONCE 50MM TLK32502,"25488,33",,,"16057,65","16.057,65",,"0,00"
52118,B08 HERRAMIENTAS,CARGADOR,BATERIAS 12V/24V TBC1601-4,"237958,23",,,"149913,68","149.913,68",,"0,00"
52501,B08 HERRAMIENTAS,CARROS Y CARRETILLAS,CARRET.130 KG THTWB84008 10.5,"169188,66",,,"106588,86","106.588,86",,"0,00"
52502,B08 HERRAMIENTAS,CARROS Y CARRETILLAS,CARRET.150 KG THTWB84018G 10.5,"229711,42",,,"144718,19","144.718,19",,"0,00"
52510,B08 HERRAMIENTAS,CARROS Y CARRETILLAS,CARRO PLG.150K THTHP11502 10.5,"177317,97",,,"111710,32","111.710,32",,"0,00"
52511,B08 HERRAMIENTAS,CARROS Y CARRETILLAS,CARRO PLG.300K THTHP13002 10.5,385420,,,"242814,60","242.814,60",,"0,00"
52520,B08 HERRAMIENTAS,CARROS Y CARRETILLAS,CARRO MANO 200 KG THTHT20141,"165199,66",,,"104075,79","104.075,79",,"0,00"
52061,B08 HERRAMIENTAS,CEPILLO,CEPILLO ELECT1050W TL1108236,"273204,43",,,"172118,79","172.118,79",,"0,00"
52161,B08 HERRAMIENTAS,CEPILLO,CEP. 20V BL 14000RPM TRLI20401,"260014,72",,,"163809,27","163.809,27",,"0,00"
52190,B08 HERRAMIENTAS,CLAVADORA,INALAMBRICA 20V TCBNLI2001,"344540,71",,,"217060,65","217.060,65",,"0,00"
52100,B08 HERRAMIENTAS,COMPRESORES,12 V./ 140 PSI TTAC1406 10.5,"69576,67",,,"43833,30","43.833,30",,"0,00"
